N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Fertilizer Name,NPK_Distance_Score
314,8.1,644,7.8,0.61,0.88,3.92,0.29,9.02,1.12,8.52,0.29,1,25,50,40,Clayey,Pulses,Urea,115.66894187104
320,8.6,380,7.94,0.69,0.29,8.45,0.41,4.15,0.77,4.15,0.5,1,30,59,31,Red,Tobacco,20-20,70.4681668260251
358,12.9,422,7.02,0.48,0.68,9.95,0.39,3.22,0.91,6.32,0.65,1,30,59,31,Red,Tobacco,28-28,78.716589280145
345,13.6,444,7.85,0.38,0.1,5.13,0.35,6.21,0.63,12.05,0.34,1,30,59,31,Red,Tobacco,10-26-26,81.9836246519945
314,14.9,359,7.04,0.43,0.78,6.33,0.42,4.15,0.54,10.52,0.42,1,30,59,31,Red,Tobacco,Urea,66.7771218506547
333,13.8,401,7.62,0.51,0.59,10.56,0.51,2.11,0.71,8.54,0.31,1,30,59,31,Red,Tobacco,DAP,74.393482635591
339,8.3,380,7.67,0.32,0.39,10.26,0.33,8.02,1.25,3.25,0.52,1,30,59,31,Red,Tobacco,20-20,71.1132933519904
326,10.3,507,7.88,0.71,0.1,4.52,0.28,3.02,1.09,7.15,0.67,1,25,50,40,Clayey,Pulses,14-35-14,92.1624817321462
351,10.7,623,7.96,0.51,0.29,8.45,0.22,4.51,0.38,9.06,0.34,1,25,50,40,Clayey,Pulses,10-26-26,112.807063261085
301,14.3,370,7.05,0.95,0.88,5.13,0.34,6.25,1.22,15.32,0.55,1,30,59,31,Red,Tobacco,20-20,68.1772190309066
251,13.2,496,7.87,0.4,0.39,10.26,0.29,1.25,0.94,11.56,0.21,1,25,50,40,Clayey,Pulses,28-28,88.4818074037913
326,12.7,454,7.01,0.42,0.2,6.64,0.43,7.15,0.37,17.32,0.52,1,30,59,31,Red,Tobacco,Urea,83.1126540911608
289,16,327,7.03,0.5,0.49,5.43,0.51,3.02,1.22,10.58,0.74,1,30,59,31,Red,Tobacco,28-28,60.6254348678909
276,17.3,454,7.91,0.46,1.07,6.33,0.33,4.15,1.06,12.56,0.27,1,25,50,40,Clayey,Pulses,Urea,81.7613439387443
245,6.6,475,7.02,0.51,0.78,5.13,0.28,3.25,0.93,7.54,0.53,1,25,50,40,Clayey,Pulses,DAP,84.6903837041923
345,12.7,412,7.44,0.29,0.39,11.76,0.24,8.06,0.57,16.32,0.25,1,30,59,31,Red,Tobacco,14-35-14,76.6215278427056
320,14.3,465,7.58,0.44,0.49,4.52,0.39,6.21,1.22,14.05,0.55,1,25,50,40,Clayey,Pulses,28-28,84.8145008409108
270,13.2,422,7.32,0.68,0.59,3.92,0.45,1.05,1.05,19.32,0.65,1,25,50,40,Clayey,Pulses,20-20,76.102163190436
333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29,2,25,50,40,Clayey,Pulses,10-26-26,92.3473307219373
358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48,2,30,59,31,Red,Tobacco,DAP,82.3901355007156
245,13.8,391,7.01,0.64,0.88,7.84,0.35,1.25,0.96,12.03,0.23,1,25,50,40,Clayey,Pulses,14-35-14,70.1259648107115
314,12.7,591,7.51,0.56,0.1,9.65,0.42,3.02,0.53,7.54,0.53,1,25,50,40,Clayey,Pulses,Urea,106.408401220248
307,12.9,539,7.34,0.85,1.07,4.52,0.53,7.54,1.22,4.51,0.61,1,25,50,40,Clayey,Pulses,DAP,97.2110292772313
326,14.9,655,7.37,0.87,0.78,7.24,0.47,6.33,0.63,8.22,0.27,1,25,50,40,Clayey,Pulses,20-20,117.837075901675
320,14.3,422,7.41,0.42,0.59,3.32,0.25,1.52,1.52,12.05,0.5,1,30,59,31,Red,Tobacco,28-28,77.5123577961219
345,10.5,570,7.43,0.42,0.68,5.13,0.36,4.52,1.02,6.32,0.34,1,25,50,40,Clayey,Pulses,14-35-14,103.490455954321
307,11.6,496,7.52,0.93,0.2,8.45,0.54,9.62,0.84,9.33,0.44,1,25,50,40,Clayey,Pulses,10-26-26,89.7802709895469
295,2.9,612,7.35,0.52,0.39,9.95,0.48,8.05,0.63,15.25,0.32,1,25,50,40,Clayey,Pulses,Urea,109.684942919165
276,10.7,655,7.47,0.51,1.07,7.84,0.26,10.22,0.75,14.22,0.4,1,25,50,40,Clayey,Pulses,10-26-26,116.886579545746
301,12.7,422,8.19,0.57,0.29,4.22,0.35,6.32,1.02,13.25,0.29,1,30,59,31,Red,Tobacco,DAP,76.9570346619423
282,15.6,602,7.38,0.82,0.88,8.45,0.29,4.51,0.74,8.54,0.42,1,25,50,40,Clayey,Pulses,14-35-14,107.671033574403
295,13.4,412,7.35,0.7,0.49,9.95,0.22,7.54,0.93,11.25,0.34,1,30,59,31,Red,Tobacco,10-26-26,75.0848235203241
326,11.8,444,8.02,0.75,0.78,7.54,0.57,2.02,1.24,21.02,0.46,1,30,59,31,Red,Tobacco,Urea,81.4147966046902
358,12.5,581,7.42,0.85,0.2,8.14,0.46,1.89,1.05,10.25,0.5,1,25,50,40,Clayey,Pulses,14-35-14,105.711767622138
314,6.6,444,7.23,0.28,0.59,4.22,0.35,3.22,0.87,7.54,0.63,1,30,59,31,Red,Tobacco,28-28,81.0733615021342
301,9.4,517,8.1,0.38,0.1,6.64,0.26,7.54,1.32,6.23,0.8,1,25,50,40,Clayey,Pulses,10-26-26,93.2588421202167
220,9,454,7.29,0.84,0.29,4.52,0.39,4.15,0.84,8.05,0.29,1,25,50,40,Clayey,Pulses,Urea,80.4988402922701
276,12.9,401,7.35,0.85,0.68,3.92,0.22,3.02,1.28,14.21,0.42,1,25,50,40,Clayey,Pulses,DAP,72.6738089129908
282,13.2,433,7.34,0.59,0.88,8.45,0.41,8.05,1.36,9.02,0.61,1,25,50,40,Clayey,Pulses,20-20,78.3062487340681
264,12.1,560,7.9,0.63,0.39,4.22,0.33,3.22,0.75,11.65,0.29,1,25,50,40,Clayey,Pulses,Urea,99.9513821625776
195,94.3,539,7.49,0.42,0.59,6.64,0.53,7.12,0.87,4.25,0.53,0,34,65,45,Clayey,Paddy,DAP,95.2119824449225
188,92.1,444,7.34,0.43,0.2,7.84,0.34,6.33,1.25,9.6,0.27,0,34,65,45,Clayey,Paddy,14-35-14,78.3201530405249
226,89.9,422,7.37,0.62,0.49,4.52,0.57,9.21,1.36,13.52,0.42,1,34,65,45,Clayey,Paddy,28-28,75.2161828660919
213,96.5,729,7.41,0.38,1.07,5.73,0.49,6.3,1.27,6.21,0.32,1,34,65,45,Clayey,Paddy,20-20,129.212488657292
201,89.9,454,7.43,0.53,0.78,6.94,0.55,8.21,2.01,7.54,0.17,1,34,65,45,Clayey,Paddy,10-26-26,80.3001917818995
207,76.8,465,7.52,0.69,0.68,4.22,0.38,4.56,0.54,3.25,0.5,1,34,65,45,Clayey,Paddy,DAP,82.2852762871581
220,122.8,760,7.35,0.67,0.68,7.54,0.42,7.02,0.96,8.05,0.25,1,34,65,45,Clayey,Paddy,14-35-14,134.917642987231
276,94.3,486,7.47,0.41,0.49,3.92,0.28,3.85,1.25,11.03,0.42,1,34,65,45,Clayey,Paddy,Urea,87.4710263599033
226,103.1,612,8.19,0.63,0.68,6.64,0.49,8.05,1.45,6.05,0.25,1,34,65,45,Clayey,Paddy,DAP,108.639567696436
207,94.3,813,7.38,0.34,0.1,4.52,0.52,6.96,0.74,9.21,0.29,1,34,65,45,Clayey,Paddy,20-20,144.11902945079
270,114,655,7.35,0.39,0.59,9.95,0.45,7.41,1.32,8.12,0.46,1,34,65,45,Clayey,Paddy,28-28,116.993705324731
295,107.5,644,8.02,0.42,0.49,4.52,0.33,8.02,1.96,12.36,0.36,1,34,65,45,Clayey,Paddy,14-35-14,115.481138823925
238,83.3,412,7.42,0.72,0.88,6.64,0.5,4.58,2.05,6.35,0.69,1,34,65,45,Clayey,Paddy,10-26-26,73.7263191072486
207,94.3,444,7.23,0.49,0.39,4.22,0.41,9.63,1.54,11.06,0.53,1,34,65,45,Clayey,Paddy,Urea,78.6825007800104
182,92.1,465,8.1,0.68,0.29,5.13,0.39,4.21,2.06,7.35,0.4,0,34,65,45,Clayey,Paddy,10-26-26,81.9185053321421
232,87.7,665,7.29,0.75,0.1,7.84,0.48,7.53,0.75,15.21,0.55,1,34,65,45,Clayey,Paddy,DAP,118.059789204028
289,107.5,475,7.35,0.43,0.88,3.62,0.52,6.3,0.48,6.03,0.34,1,34,65,45,Clayey,Paddy,14-35-14,85.9567892972729
195,125,507,7.34,0.56,1.27,6.33,0.41,7.04,0.9,4.52,0.48,2,34,65,45,Clayey,Paddy,10-26-26,89.7271586958558
207,107.5,391,7.29,0.58,0.59,4.52,0.27,8.62,1.25,12.32,0.23,1,34,65,45,Clayey,Paddy,Urea,69.5260817613407
238,98.7,623,7.28,0.44,0.1,5.73,0.37,4.51,1.47,5.03,0.27,1,34,65,45,Clayey,Paddy,14-35-14,110.753577719258
201,114,834,7.25,0.43,1.07,6.64,0.54,8.35,0.68,9.65,0.5,1,34,65,45,Clayey,Paddy,28-28,147.872324382864
345,96.5,422,7.37,0.62,0.2,5.43,0.48,7.05,0.6,6.32,0.34,2,36,68,50,Loamy,Wheat,10-26-26,78.5095635397861
238,103.1,454,7.41,0.46,0.88,4.22,0.52,6.51,0.53,11.05,0.21,1,34,65,45,Clayey,Paddy,Urea,81.111574896692
201,105.3,444,7.28,0.43,0.39,7.84,0.32,9.53,1.05,15.47,0.32,1,34,65,45,Clayey,Paddy,DAP,78.6312191044314
232,98.7,454,7.45,0.44,0.59,3.92,0.24,4.51,0.68,3.05,0.5,1,34,65,45,Clayey,Paddy,20-20,80.9584426862304
314,83.3,486,7.41,0.8,0.68,7.54,0.51,7.63,1.36,12.06,0.25,2,34,65,45,Clayey,Paddy,Urea,88.3678384293405
195,94.3,813,7.33,0.74,0.29,4.22,0.38,3.52,1.89,11.48,0.4,0,34,65,45,Clayey,Paddy,DAP,143.996097653266
226,92.1,655,7.29,0.72,0.1,6.64,0.5,8.05,0.54,14.21,0.4,1,34,65,45,Clayey,Paddy,14-35-14,116.214478336424
238,114,708,7.43,0.59,0.88,5.13,0.46,9.26,0.63,6.05,0.55,1,34,65,45,Clayey,Paddy,28-28,125.871175327926
182,89.9,454,7.55,0.48,0.68,6.94,0.32,4.15,1.02,7.15,0.67,0,34,65,45,Clayey,Paddy,Urea,79.967328083605
182,92.1,697,7.38,0.83,0.39,5.43,0.44,7.52,1.98,15.23,0.52,0,34,65,45,Clayey,Paddy,17-17-17,123.136927728306
213,107.5,612,7.37,0.45,0.39,5.43,0.44,7.52,1.98,15.23,0.52,1,34,65,45,Clayey,Paddy,20-20,108.465607156999
226,87.7,708,7.34,0.39,0.88,9.65,0.46,3.5,0.45,13.56,0.34,1,34,65,45,Clayey,Paddy,Urea,125.612433140583
213,120.6,623,7.41,0.42,0.49,4.52,0.59,6.53,0.86,3.56,0.55,1,34,65,45,Clayey,Paddy,28-28,110.478511634651
333,10.7,444,7.43,0.73,0.49,4.52,0.59,6.53,0.86,3.56,0.55,1,30,59,31,Red,Tobacco,14-35-14,81.6215747701046
238,7.7,454,7.41,0.88,0.29,4.22,0.38,7.05,1.02,7.02,0.69,0,25,50,40,Clayey,Pulses,DAP,80.876037282567
201,9.4,697,7.4,0.51,1.17,5.43,0.26,4.35,1.63,9.54,0.53,0,25,50,40,Clayey,Pulses,17-17-17,123.237124151304
195,9.2,454,7.52,0.49,0.88,6.64,0.38,8.36,0.34,4.02,0.32,0,25,50,40,Clayey,Pulses,Urea,80.0237422381872
270,8.1,444,7.55,0.53,0.29,4.22,0.63,7.02,1.96,11.56,0.29,1,25,50,40,Clayey,Pulses,28-28,79.8891215602406
195,8.8,454,7.47,0.53,1.07,5.13,0.4,4.96,2.01,3.2,0.53,0,25,50,40,Clayey,Pulses,DAP,80.0239423422536
213,10.7,771,7.29,0.52,0.68,5.73,0.49,8.51,0.75,15.62,0.36,0,25,50,40,Clayey,Pulses,17-17-17,136.578425629423
201,8.3,697,7.48,0.81,0.2,6.64,0.53,5.6,0.86,11.3,0.63,0,25,50,40,Clayey,Pulses,Urea,123.237489135292
232,10.7,760,7.35,0.53,0.49,3.92,0.42,9.05,1.32,9.32,0.5,0,25,50,40,Clayey,Pulses,28-28,134.846666234121
226,9.2,454,7.44,0.76,0.59,6.64,0.5,6.35,1.5,5.21,0.25,0,25,50,40,Clayey,Pulses,Urea,80.6210563472979
257,7.5,444,7.47,0.49,0.98,5.43,0.37,7.41,0.8,11.05,0.32,0,25,50,40,Clayey,Pulses,DAP,79.5717278393646
245,8.3,507,7.42,0.71,1.27,6.33,0.61,8.05,1.32,6.32,0.29,0,25,50,40,Clayey,Pulses,20-20,90.2851162620465
245,11.4,549,7.65,0.49,1.07,4.22,0.59,4.05,1.87,9.54,0.42,0,25,50,40,Clayey,Pulses,17-17-17,97.657563285384
264,9,486,7.24,0.47,0.59,9.95,0.29,9.35,1.23,11.65,0.34,1,25,50,40,Clayey,Pulses,DAP,87.0217335418563
276,9.2,370,7.62,0.62,0.59,9.95,0.29,9.35,1.23,11.65,0.34,1,30,59,31,Red,Tobacco,Urea,67.4077966282358
320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63,2,30,59,31,Red,Tobacco,20-20,72.3012455521587
264,10.3,475,7.49,0.74,0.1,5.13,0.51,5.8,0.51,7.32,0.21,0,25,50,40,Clayey,Pulses,28-28,85.1093810530744
333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29,2,30,59,31,Red,Tobacco,14-35-14,77.9104174617844
295,14.5,612,8.4,0.38,0.39,6.94,0.39,6.23,0.63,9.06,0.5,1,25,50,40,Clayey,Pulses,Urea,109.680527622799
282,9.2,676,7.95,0.62,0.59,5.43,0.44,4.12,1.32,11.41,0.34,1,25,50,40,Clayey,Pulses,DAP,120.69572227981
257,11.6,433,7.58,0.73,0.29,4.22,0.29,3.25,2.1,6.5,0.23,0,25,50,40,Clayey,Pulses,20-20,77.6674018610092
270,12.1,401,7.47,0.36,0.78,6.64,0.37,5.21,0.86,13.05,0.48,1,25,50,40,Clayey,Pulses,28-28,72.5070098055866
289,14.5,549,7.18,0.64,0.1,3.92,0.41,7.15,0.75,6.03,0.36,1,25,50,40,Clayey,Pulses,DAP,98.5429585136666
301,13.6,496,7.2,0.6,0.59,8.75,0.59,3.52,1.09,12.05,0.42,1,25,50,40,Clayey,Pulses,Urea,89.6289903234138
295,12.5,412,7.12,0.37,0.2,4.22,0.36,8.02,1.33,9.21,0.34,1,30,59,31,Red,Tobacco,14-35-14,75.0851011474188
276,15.4,433,7.01,0.63,1.17,6.94,0.51,9.06,0.45,4.51,0.63,1,25,50,40,Clayey,Pulses,28-28,78.1475070340113
326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27,2,30,59,31,Red,Tobacco,Urea,83.1124638319178
270,13.8,845,7,0.82,0.1,5.73,0.48,3.06,0.61,10.58,0.5,1,25,50,40,Clayey,Pulses,14-35-14,150.471090421184
289,14.7,750,7.01,0.58,0.29,6.33,0.63,8.35,1.53,13.02,0.34,1,25,50,40,Clayey,Pulses,DAP,133.887777882856
314,8.3,591,7,0.47,0.68,10.86,0.44,4.6,1.96,6.57,0.55,1,25,50,40,Clayey,Pulses,17-17-17,106.409701851176
345,9.9,507,7,0.49,0.1,7.24,0.5,6.32,1.55,9.03,0.21,1,25,50,40,Clayey,Pulses,DAP,92.6752916593871
307,6.8,370,7.02,0.66,0.2,5.43,0.68,4.88,0.52,8.51,0.25,1,30,59,31,Red,Tobacco,20-20,68.3754705940529
339,7.5,475,7,0.88,0.98,6.94,0.54,7.15,0.39,10.59,0.34,1,30,59,31,Red,Tobacco,14-35-14,87.0575329941223
314,10.3,676,7.03,0.39,1.07,5.43,0.39,6.23,0.47,2.69,0.5,1,25,50,40,Clayey,Pulses,28-28,121.279885409451
333,12.7,887,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59,2,25,50,40,Clayey,Pulses,Urea,158.837739544893
351,14.3,560,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27,2,25,50,40,Clayey,Pulses,DAP,101.917791471535
358,10.1,602,7.01,0.32,0.68,8.75,0.42,9.23,2.04,14.52,0.55,1,25,50,40,Clayey,Pulses,14-35-14,109.336443582934
301,10.3,412,7,0.77,0.98,9.65,0.66,4.53,0.96,10.63,0.5,1,30,59,31,Red,Tobacco,20-20,75.2587995114779
326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67,2,30,59,31,Red,Tobacco,28-28,81.4147966046902
314,8.1,644,7.41,0.61,0.29,7.54,0.27,4.59,1.05,4.51,0.32,1,25,50,40,Clayey,Pulses,Urea,115.66894187104
320,8.6,380,7.94,0.69,0.98,3.92,0.48,7.63,1.78,9.3,0.55,1,30,59,31,Red,Tobacco,14-35-14,70.4681668260251
358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42,2,30,59,31,Red,Tobacco,28-28,78.716589280145
345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65,2,30,59,31,Red,Tobacco,20-20,81.9836246519945
314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21,2,30,59,31,Red,Tobacco,Urea,66.7771218506547
333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34,2,30,59,31,Red,Tobacco,DAP,74.393482635591
339,8.3,380,7.67,0.32,0.88,5.13,0.33,7.96,1.65,12.47,0.44,1,30,59,31,Red,Tobacco,17-17-17,71.1132933519904
326,10.3,507,7.88,0.71,0.39,8.75,0.21,8.63,2.01,8.63,0.32,1,25,50,40,Clayey,Pulses,28-28,92.1624817321462
351,10.7,623,7.96,0.51,0.29,7.24,0.36,4.69,0.69,11.03,0.69,1,25,50,40,Clayey,Pulses,Urea,112.807063261085
264,9,486,7.24,0.47,0.1,3.92,0.35,8.26,0.45,7.98,0.4,1,25,50,40,Clayey,Pulses,20-20,87.0217335418563
276,9.2,370,7.62,0.62,0.49,6.64,0.42,3.57,0.63,6.48,0.32,1,30,59,31,Red,Tobacco,17-17-17,67.4077966282358
320,13.8,391,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53,2,30,59,31,Red,Tobacco,DAP,72.3012455521587
264,10.3,475,7.49,0.74,0.88,10.56,0.45,7.36,1.87,10.63,0.63,0,25,50,40,Clayey,Pulses,Urea,85.1093810530744
